frame,a0,a1,a2,a3,a4,a5,a6
0,-0.007994,0.004401,0.248756,-0.004213,-0.099833,0.029836,1.000000
1,-0.131235,-0.000814,0.520296,0.097561,-0.333807,0.027031,1.000000
2,-0.093070,0.029659,0.793515,-0.137708,0.209339,-0.012091,1.000000
3,-0.067130,0.021158,0.580464,-0.108115,0.186137,-0.001844,1.000000
4,-0.065926,0.009884,0.582968,-0.020205,0.016606,-0.008070,1.000000
5,-0.016668,0.133146,0.575230,-0.191598,0.225372,0.002343,1.000000
6,-0.176478,0.153621,0.573146,0.005491,0.072557,0.042962,1.000000
7,-0.007591,0.083597,0.350541,0.036465,0.024712,-0.048297,1.000000
8,0.065676,0.069457,0.324560,-0.036361,0.115618,0.019797,1.000000
9,0.075653,0.120947,0.317522,-0.074524,0.104480,0.012097,1.000000
10,-0.032091,0.058831,0.257435,0.104969,-0.115419,0.042324,1.000000
11,0.026160,0.018464,0.250376,0.218815,-0.202576,-0.061405,-1.000000
12,-0.015820,0.042643,0.216517,0.017020,-0.242066,-0.048891,-1.000000
13,-0.049047,0.026628,0.227041,-0.021782,-0.280566,-0.014609,-1.000000
14,-0.152779,-0.030226,0.187147,0.109921,-0.615725,0.032307,-1.000000
15,-0.198149,-0.055722,0.152681,0.197934,-0.684626,0.095222,-1.000000
16,0.034100,0.020204,-0.090309,-0.028905,-0.256171,-0.014267,-1.000000
17,-0.016662,0.034985,-0.029227,0.010285,-0.371061,-0.024658,-1.000000
18,0.035760,-0.014758,-0.075513,-0.002614,-0.321605,0.078292,-1.000000
19,0.294683,-0.170459,-0.054608,0.011969,-0.300998,0.165186,-1.000000
20,0.725693,-0.405733,-0.217266,-0.211276,0.015338,0.136187,-1.000000
21,0.739151,-0.389950,0.240019,-0.095009,-0.061135,0.108183,-1.000000
22,0.665436,-0.455867,0.440117,-0.218317,0.026449,0.254569,-1.000000
23,0.404940,-0.401224,0.580962,-0.114258,0.064594,0.155625,-1.000000
24,0.233174,-0.221958,0.484137,-0.080783,0.178150,0.102021,-1.000000
25,0.135116,-0.136786,0.360454,-0.055488,-0.097391,0.129671,-1.000000
26,0.053347,-0.002730,0.329184,-0.010592,-0.016451,0.101406,-1.000000
27,0.030552,0.061065,0.204826,0.147488,-0.065163,-0.078681,1.000000
28,-0.147155,0.168530,0.235315,0.012866,-0.355888,-0.049927,1.000000
29,-0.102075,0.163595,0.171601,0.023091,-0.304305,-0.043486,1.000000
30,-0.089115,-0.009879,0.017703,0.082861,-0.548295,0.084114,1.000000
